0.000000, 10.000000,
0.010000, 9.900500,
0.020000, 9.801987,
0.030000, 9.704451,
0.040000, 9.607879,
0.050000, 9.512260,
0.060000, 9.417583,
0.070000, 9.323836,
0.080000, 9.231007,
0.090000, 9.139086,
0.100000, 9.048062,
0.110000, 8.957924,
0.120000, 8.868661,
0.130000, 8.780262,
0.140000, 8.692717,
0.150000, 8.606015,
0.160000, 8.520146,
0.170000, 8.435099,
0.180000, 8.350865,
0.190000, 8.267433,
0.200000, 8.184793,
0.210000, 8.102936,
0.220000, 8.021851,
0.230000, 7.941530,
0.240000, 7.861962,
0.250000, 7.783138,
0.260000, 7.705048,
0.270000, 7.627684,
0.280000, 7.551035,
0.290000, 7.475094,
0.300000, 7.399850,
0.310000, 7.325296,
0.320000, 7.251422,
0.330000, 7.178218,
0.340000, 7.105678,
0.350000, 7.033792,
0.360000, 6.962551,
0.370000, 6.891948,
0.380000, 6.821973,
0.390000, 6.752619,
0.400000, 6.683878,
0.410000, 6.615741,
0.420000, 6.548200,
0.430000, 6.481248,
0.440000, 6.414876,
0.450000, 6.349077,
0.460000, 6.283844,
0.470000, 6.219168,
0.480000, 6.155041,
0.490000, 6.091458,
0.500000, 6.028409,
0.510000, 5.965889,
0.520000, 5.903888,
0.530000, 5.842402,
0.540000, 5.781421,
0.550000, 5.720940,
0.560000, 5.660952,
0.570000, 5.601448,
0.580000, 5.542424,
0.590000, 5.483871,
0.600000, 5.425783,
0.610000, 5.368154,
0.620000, 5.310977,
0.630000, 5.254246,
0.640000, 5.197953,
0.650000, 5.142094,
0.660000, 5.086660,
0.670000, 5.031647,
0.680000, 4.977049,
0.690000, 4.922858,
0.700000, 4.869068,
0.710000, 4.815675,
0.720000, 4.762672,
0.730000, 4.710053,
0.740000, 4.657812,
0.750000, 4.605944,
0.760000, 4.554442,
0.770000, 4.503302,
0.780000, 4.452517,
0.790000, 4.402082,
0.800000, 4.351992,
0.810000, 4.302242,
0.820000, 4.252825,
0.830000, 4.203736,
0.840000, 4.154971,
0.850000, 4.106524,
0.860000, 4.058389,
0.870000, 4.010563,
0.880000, 3.963039,
0.890000, 3.915813,
0.900000, 3.868880,
0.910000, 3.822234,
0.920000, 3.775872,
0.930000, 3.729788,
0.940000, 3.683977,
0.950000, 3.638435,
0.960000, 3.593158,
0.970000, 3.548139,
0.980000, 3.503376,
0.990000, 3.458863,
1.000000, 3.414596,
1.010000, 3.370570,
1.020000, 3.326781,
1.030000, 3.283225,
1.040000, 3.239898,
1.050000, 3.196794,
1.060000, 3.153911,
1.070000, 3.111243,
1.080000, 3.068787,
1.090000, 3.026538,
1.100000, 2.984493,
1.110000, 2.942648,
1.120000, 2.900997,
1.130000, 2.859539,
1.140000, 2.818268,
1.150000, 2.777180,
1.160000, 2.736273,
1.170000, 2.695542,
1.180000, 2.654983,
1.190000, 2.614593,
1.200000, 2.574368,
1.210000, 2.534305,
1.220000, 2.494399,
1.230000, 2.454648,
1.240000, 2.415047,
1.250000, 2.375594,
1.260000, 2.336284,
1.270000, 2.297115,
1.280000, 2.258083,
1.290000, 2.219185,
1.300000, 2.180416,
1.310000, 2.141775,
1.320000, 2.103258,
1.330000, 2.064861,
1.340000, 2.026582,
1.350000, 1.988416,
1.360000, 1.950362,
1.370000, 1.912416,
1.380000, 1.874575,
1.390000, 1.836836,
1.400000, 1.799195,
1.410000, 1.761651,
1.420000, 1.724199,
1.430000, 1.686838,
1.440000, 1.649564,
1.450000, 1.612374,
1.460000, 1.575265,
1.470000, 1.538235,
1.480000, 1.501281,
1.490000, 1.464401,
1.500000, 1.427590,
1.510000, 1.390848,
1.520000, 1.354170,
1.530000, 1.317555,
1.540000, 1.281000,
1.550000, 1.244502,
1.560000, 1.208059,
1.570000, 1.171668,
1.580000, 1.135327,
1.590000, 1.099033,
1.600000, 1.062783,
1.610000, 1.026576,
1.620000, 0.990409,
1.630000, 0.954279,
1.640000, 0.918184,
1.650000, 0.882122,
1.660000, 0.846091,
1.670000, 0.810087,
1.680000, 0.774110,
1.690000, 0.738156,
1.700000, 0.702224,
1.710000, 0.666311,
1.720000, 0.630415,
1.730000, 0.594533,
1.740000, 0.558665,
1.750000, 0.522807,
1.760000, 0.486958,
1.770000, 0.451115,
1.780000, 0.415276,
1.790000, 0.379440,
1.800000, 0.343605,
1.810000, 0.307767,
1.820000, 0.271926,
1.830000, 0.236080,
1.840000, 0.200226,
1.850000, 0.164362,
1.860000, 0.128487,
1.870000, 0.092600,
1.880000, 0.056696,
1.890000, 0.020777,
1.900000, -0.015162,
1.910000, -0.051121,
1.920000, -0.087103,
1.930000, -0.123108,
1.940000, -0.159139,
1.950000, -0.195198,
1.960000, -0.231286,
1.970000, -0.267406,
1.980000, -0.303557,
1.990000, -0.339743,
2.000000, -0.375966,
2.010000, -0.412225,
2.020000, -0.448524,
2.030000, -0.484864,
2.040000, -0.521246,
2.050000, -0.557672,
2.060000, -0.594143,
2.070000, -0.630662,
2.080000, -0.667229,
2.090000, -0.703846,
2.100000, -0.740515,
2.110000, -0.777237,
2.120000, -0.814013,
2.130000, -0.850846,
2.140000, -0.887735,
2.150000, -0.924684,
2.160000, -0.961693,
2.170000, -0.998763,
2.180000, -1.035897,
2.190000, -1.073094,
2.200000, -1.110358,
2.210000, -1.147688,
2.220000, -1.185087,
2.230000, -1.222555,
2.240000, -1.260095,
2.250000, -1.297706,
2.260000, -1.335392,
2.270000, -1.373152,
2.280000, -1.410988,
2.290000, -1.448901,
2.300000, -1.486893,
2.310000, -1.524964,
2.320000, -1.563116,
2.330000, -1.601351,
2.340000, -1.639668,
2.350000, -1.678070,
2.360000, -1.716558,
2.370000, -1.755132,
2.380000, -1.793794,
2.390000, -1.832545,
2.400000, -1.871386,
2.410000, -1.910319,
2.420000, -1.949343,
2.430000, -1.988461,
2.440000, -2.027673,
2.450000, -2.066980,
2.460000, -2.106384,
2.470000, -2.145886,
2.480000, -2.185485,
2.490000, -2.225185,
2.500000, -2.264985,
2.510000, -2.304886,
2.520000, -2.344890,
2.530000, -2.384997,
2.540000, -2.425209,
2.550000, -2.465526,
2.560000, -2.505950,
2.570000, -2.546480,
2.580000, -2.587119,
2.590000, -2.627867,
2.600000, -2.668725,
2.610000, -2.709693,
2.620000, -2.750774,
2.630000, -2.791967,
2.640000, -2.833273,
2.650000, -2.874694,
2.660000, -2.916231,
2.670000, -2.957883,
2.680000, -2.999652,
2.690000, -3.041539,
2.700000, -3.083544,
2.710000, -3.125669,
2.720000, -3.167914,
2.730000, -3.210280,
2.740000, -3.252767,
2.750000, -3.295377,
2.760000, -3.338111,
2.770000, -3.380968,
2.780000, -3.423950,
2.790000, -3.467058,
2.800000, -3.510292,
2.810000, -3.553653,
2.820000, -3.597142,
2.830000, -3.640759,
2.840000, -3.684506,
2.850000, -3.728382,
2.860000, -3.772389,
2.870000, -3.816527,
2.880000, -3.860798,
2.890000, -3.905201,
2.900000, -3.949737,
2.910000, -3.994407,
2.920000, -4.039212,
2.930000, -4.084152,
2.940000, -4.129228,
2.950000, -4.174440,
2.960000, -4.219790,
2.970000, -4.265277,
2.980000, -4.310903,
2.990000, -4.356668,
3.000000, -4.402573,
3.010000, -4.448618,
3.020000, -4.494803,
3.030000, -4.541131,
3.040000, -4.587600,
3.050000, -4.634212,
3.060000, -4.680967,
3.070000, -4.727865,
3.080000, -4.774908,
3.090000, -4.822096,
3.100000, -4.869429,
3.110000, -4.916909,
3.120000, -4.964534,
3.130000, -5.012307,
3.140000, -5.060227,
3.150000, -5.108295,
3.160000, -5.156512,
3.170000, -5.204878,
3.180000, -5.253394,
3.190000, -5.302059,
3.200000, -5.350875,
3.210000, -5.399843,
3.220000, -5.448962,
3.230000, -5.498233,
3.240000, -5.547656,
3.250000, -5.597232,
3.260000, -5.646962,
3.270000, -5.696846,
3.280000, -5.746884,
3.290000, -5.797077,
3.300000, -5.847426,
3.310000, -5.897930,
3.320000, -5.948590,
3.330000, -5.999407,
3.340000, -6.050381,
3.350000, -6.101513,
3.360000, -6.152802,
3.370000, -6.204250,
3.380000, -6.255856,
3.390000, -6.307621,
3.400000, -6.359546,
3.410000, -6.411631,
3.420000, -6.463877,
3.430000, -6.516283,
3.440000, -6.568850,
3.450000, -6.621579,
3.460000, -6.674470,
3.470000, -6.727523,
3.480000, -6.780738,
3.490000, -6.834117,
3.500000, -6.887659,
3.510000, -6.941365,
3.520000, -6.995235,
3.530000, -7.049269,
3.540000, -7.103468,
3.550000, -7.157833,
3.560000, -7.212363,
3.570000, -7.267058,
3.580000, -7.321920,
3.590000, -7.376949,
3.600000, -7.432144,
3.610000, -7.487507,
3.620000, -7.543037,
3.630000, -7.598735,
3.640000, -7.654602,
3.650000, -7.710636,
3.660000, -7.766840,
3.670000, -7.823212,
3.680000, -7.879755,
3.690000, -7.936466,
3.700000, -7.993348,
3.710000, -8.050400,
3.720000, -8.107623,
3.730000, -8.165017,
3.740000, -8.222582,
3.750000, -8.280318,
3.760000, -8.338227,
3.770000, -8.396307,
3.780000, -8.454559,
3.790000, -8.512985,
3.800000, -8.571583,
3.810000, -8.630354,
3.820000, -8.689299,
3.830000, -8.748417,
3.840000, -8.807709,
3.850000, -8.867176,
3.860000, -8.926817,
3.870000, -8.986633,
3.880000, -9.046623,
3.890000, -9.106789,
3.900000, -9.167130,
3.910000, -9.227647,
3.920000, -9.288340,
3.930000, -9.349210,
3.940000, -9.410255,
3.950000, -9.471478,
3.960000, -9.532877,
3.970000, -9.594453,
3.980000, -9.656207,
3.990000, -9.718138,
4.000000, -9.780247,
4.010000, -9.842534,
4.020000, -9.904999,
4.030000, -9.967643,
4.040000, -10.030465,
4.050000, -10.093467,
4.060000, -10.156647,
4.070000, -10.220007,
4.080000, -10.283546,
4.090000, -10.347265,
4.100000, -10.411164,
4.110000, -10.475243,
4.120000, -10.539502,
4.130000, -10.603942,
4.140000, -10.668562,
4.150000, -10.733363,
4.160000, -10.798346,
4.170000, -10.863509,
4.180000, -10.928855,
4.190000, -10.994381,
4.200000, -11.060090,
4.210000, -11.125980,
4.220000, -11.192053,
4.230000, -11.258308,
4.240000, -11.324746,
4.250000, -11.391367,
4.260000, -11.458170,
4.270000, -11.525156,
4.280000, -11.592326,
4.290000, -11.659679,
4.300000, -11.727215,
4.310000, -11.794935,
4.320000, -11.862839,
4.330000, -11.930928,
4.340000, -11.999200,
4.350000, -12.067657,
4.360000, -12.136298,
4.370000, -12.205124,
4.380000, -12.274134,
4.390000, -12.343330,
4.400000, -12.412711,
4.410000, -12.482277,
4.420000, -12.552028,
4.430000, -12.621965,
4.440000, -12.692088,
4.450000, -12.762396,
4.460000, -12.832891,
4.470000, -12.903572,
4.480000, -12.974438,
4.490000, -13.045492,
4.500000, -13.116732,
4.510000, -13.188158,
4.520000, -13.259772,
4.530000, -13.331572,
